,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
10532,B,4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11
10259,B,4,9,5,6,6,7,7,6,6,6,6,6,2,8,6,9
13921,T,4,5,5,4,2,5,12,3,8,11,9,4,1,11,2,4
1681,T,3,8,4,6,2,9,13,0,5,6,10,8,0,8,0,8
12216,W,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8
15151,T,4,9,6,7,4,8,10,1,8,6,11,7,0,10,1,7
8496,Q,2,3,2,4,2,7,7,5,2,8,8,9,2,9,4,8
16809,L,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8
3207,H,8,10,8,5,5,8,8,3,5,10,3,7,6,5,4,7
8061,E,7,10,5,5,3,8,6,4,7,10,6,9,2,10,8,8
13473,J,1,1,2,2,1,10,7,2,5,11,4,8,0,7,0,7
19434,C,1,0,2,0,0,7,7,6,8,7,6,13,0,8,4,10
129,H,1,1,2,1,1,7,7,12,1,7,6,8,3,8,0,8
12289,R,3,8,4,5,2,6,10,9,4,7,4,8,3,7,5,11
12985,M,3,4,4,3,3,7,6,6,4,6,7,9,6,5,2,8
11720,H,6,9,8,7,5,5,7,3,7,10,9,10,3,8,4,6
3136,J,2,3,3,5,1,13,3,8,4,13,4,11,1,6,0,8
5916,M,3,4,4,3,3,8,6,6,3,7,7,8,7,5,2,7
3796,T,4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7
14198,A,2,7,4,4,1,8,6,3,0,7,0,8,2,7,1,8
17743,M,5,9,7,6,7,7,7,5,5,6,7,9,8,6,2,8
3517,H,6,7,9,9,8,9,12,3,2,8,7,6,4,11,8,6
839,B,2,2,3,3,2,7,7,5,5,6,6,6,2,8,5,9
3836,X,4,4,6,3,3,5,8,2,9,11,10,9,3,7,3,6
8172,H,4,9,4,7,4,7,9,13,2,7,4,8,3,8,0,8
19667,F,3,8,3,6,2,1,11,3,5,11,11,9,0,8,2,7
1944,E,2,3,3,2,1,7,7,2,7,11,7,9,1,8,3,8
1228,H,4,8,6,6,8,7,6,5,3,6,6,8,7,7,9,9
614,T,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8
12532,U,4,8,6,6,3,4,8,7,7,9,11,11,3,9,0,8
775,I,1,3,2,1,0,7,7,1,7,13,6,8,0,8,0,7
19571,E,4,8,6,7,7,5,8,4,4,8,7,9,5,11,9,11
7434,Q,2,2,3,3,2,8,7,7,3,6,5,9,2,9,3,9
5096,Y,9,11,9,8,6,5,8,0,9,8,9,5,4,13,7,3
10891,K,6,11,8,8,10,7,7,4,4,6,6,9,8,8,8,8
9080,S,1,0,2,1,0,8,7,4,6,5,6,7,0,8,7,8
17690,O,6,10,8,8,5,7,7,9,4,7,6,8,3,8,4,8
17385,Z,4,7,6,5,3,7,7,2,10,11,6,8,1,8,6,8
2868,V,2,3,3,2,1,4,12,3,3,10,11,7,2,11,0,8
579,U,6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8
12513,H,6,9,6,4,3,5,9,4,6,9,7,9,5,7,3,7
8542,W,4,8,5,6,4,5,8,4,1,7,9,8,6,11,0,8
6357,D,9,15,9,8,5,8,6,5,7,12,3,7,6,7,6,10
16314,J,4,11,6,8,4,10,5,4,5,14,4,10,0,7,1,6
17105,Z,3,7,4,5,3,7,7,3,11,9,6,8,0,8,7,8
14699,N,3,6,3,4,2,7,7,13,1,5,6,8,5,8,0,8
1940,C,9,14,7,8,5,7,6,4,4,9,8,11,4,9,9,11
12817,J,2,6,3,4,2,8,6,3,6,12,5,9,1,6,1,6
5207,D,6,9,6,5,3,9,5,4,5,12,3,8,5,7,5,10
9674,R,2,3,4,2,2,8,8,3,5,10,4,7,2,7,3,9
19059,A,3,2,5,4,2,8,2,2,2,7,2,8,2,7,2,7
9490,V,3,5,4,3,1,3,12,4,3,11,11,7,2,10,1,8
8501,N,10,13,9,7,4,9,11,5,5,3,6,11,6,10,3,6
9636,H,6,10,9,8,7,6,7,5,5,6,5,8,3,7,7,10
3188,I,2,8,3,6,1,7,7,0,7,13,6,9,0,8,1,8
6009,P,5,11,6,8,3,3,14,8,1,11,7,3,1,10,4,8
7268,Z,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,8
9689,K,6,10,8,8,9,6,5,5,4,6,6,8,4,5,9,10
2392,D,4,7,5,5,3,6,7,10,10,6,5,6,3,8,4,8
5584,D,5,11,6,8,6,6,7,9,7,6,5,5,2,8,3,7
61,C,2,3,3,1,1,5,9,4,6,11,9,11,1,9,2,8
19715,X,4,11,5,8,4,7,7,4,4,7,6,8,2,8,4,8
15992,J,5,9,7,6,4,7,8,2,6,14,5,7,1,8,1,7
1768,M,10,15,12,9,6,10,2,3,2,10,3,9,8,1,1,8
4475,C,2,1,2,2,1,6,8,7,6,9,7,11,2,10,4,10
8188,L,4,11,4,8,3,0,2,4,6,1,0,8,0,8,0,8
3197,W,8,11,7,6,4,1,9,3,2,11,12,9,7,10,0,6
3343,V,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8
13886,A,2,4,4,3,2,11,2,2,2,9,2,9,2,6,1,8
13666,B,5,9,8,7,6,8,7,5,6,9,5,6,3,8,7,10
15110,B,6,10,5,6,3,8,6,4,5,10,5,8,6,7,7,10
14177,Y,3,7,5,5,2,7,11,1,8,6,12,8,1,11,2,8
13708,O,5,9,6,7,4,8,7,8,5,7,6,8,3,8,3,8
14035,O,4,9,4,7,4,7,7,7,3,9,7,8,3,8,3,7
13966,X,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8
12740,U,3,3,4,1,1,5,8,5,6,10,9,9,3,10,2,6
11944,O,6,11,4,6,3,6,7,6,3,9,7,9,5,10,5,8
210,Y,2,2,4,4,2,6,10,1,7,7,11,9,1,11,1,8
8625,Q,2,3,3,4,3,8,7,6,3,8,6,9,2,9,3,9
8617,Z,3,8,4,6,3,8,7,6,10,6,6,8,1,8,8,7
18667,D,3,8,5,6,3,11,6,3,7,11,3,6,3,8,3,9
18580,B,2,1,3,2,2,8,7,5,5,7,6,5,2,8,6,9
4538,Q,3,5,4,6,4,9,10,6,2,4,7,11,2,9,5,10
16757,T,4,10,5,8,3,7,13,0,6,7,10,8,0,8,0,8
638,A,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8
17375,V,7,9,5,4,3,9,7,6,4,7,9,7,7,12,3,7
13354,T,5,9,6,7,4,6,9,0,8,10,9,5,0,9,3,4
2720,J,3,8,4,6,3,8,7,1,7,11,5,8,0,6,1,6
11447,I,2,11,3,8,4,8,7,0,7,7,6,8,0,8,3,7
18920,Q,4,8,5,9,5,8,7,7,4,9,6,9,3,8,6,8
576,T,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5
13276,U,7,12,6,6,3,9,6,6,6,3,9,8,5,10,3,6
1732,Z,5,8,6,6,4,7,8,2,10,12,7,6,1,7,6,6
9017,P,4,6,6,4,3,7,10,5,3,11,4,3,1,10,3,9
3287,F,2,3,4,2,1,6,10,3,5,13,7,5,1,9,1,7
17057,X,5,10,8,8,5,7,7,4,10,6,6,8,3,8,7,8
2661,K,4,7,6,5,4,3,8,2,6,10,9,11,3,8,2,6
7152,I,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
14825,J,5,10,4,8,3,9,8,2,3,11,6,7,2,10,6,12
9250,L,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8
3610,Q,4,5,4,6,4,7,8,6,3,9,9,9,3,9,6,7
7372,T,4,5,5,3,2,6,11,2,8,11,9,5,3,9,3,4
17379,M,9,10,13,8,10,3,8,4,5,10,11,11,12,8,6,6
2434,F,2,6,3,4,3,6,10,3,5,10,9,5,2,10,3,6
50,Y,7,11,9,8,8,9,5,6,4,7,8,8,3,9,8,3
14835,P,2,3,4,2,2,7,10,4,3,11,5,3,1,9,2,8
14860,O,7,11,7,8,7,7,8,8,4,10,7,7,5,8,5,10
2834,R,3,6,4,4,4,6,10,7,3,7,4,8,2,6,5,11
19196,M,5,10,7,8,9,7,9,6,5,7,6,8,7,9,6,10
939,S,6,10,7,8,4,6,8,4,8,11,8,7,2,8,5,5
13142,P,2,3,2,2,1,5,11,5,3,10,7,3,0,9,3,6
2369,X,3,8,5,6,3,8,7,4,8,6,6,8,3,8,6,8
6166,F,6,12,5,6,2,5,11,2,5,11,8,5,2,9,6,2
2018,N,5,11,7,8,6,7,7,8,5,7,5,6,3,7,3,8
19118,Q,6,14,6,8,4,10,3,4,7,11,3,8,3,9,6,13
724,L,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8
13790,O,9,14,6,8,5,5,7,7,4,10,7,10,5,10,5,8
16244,A,2,7,4,4,1,7,6,3,1,6,0,8,2,6,1,8
6350,Q,6,9,7,10,8,9,9,6,3,4,8,11,5,9,9,13
9176,R,5,11,7,8,8,6,7,5,6,6,5,7,3,7,5,8
5503,E,5,11,4,6,3,6,9,4,5,10,6,8,3,8,7,9
17907,J,3,11,4,9,3,9,7,2,7,11,3,7,1,6,2,6
7593,K,6,10,9,8,5,3,7,3,7,10,11,12,4,7,4,7
1859,Z,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
14300,I,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8
19443,H,4,2,5,4,4,8,7,6,7,7,6,8,6,8,4,7
19901,V,5,11,8,8,10,8,5,5,2,8,8,8,6,9,4,8
3953,A,4,9,7,6,4,8,3,1,2,5,2,8,3,5,3,7
8042,U,5,9,6,7,4,3,8,5,6,9,8,10,3,9,2,5
18245,T,4,5,5,3,2,6,11,2,8,11,9,5,4,10,4,4
18288,F,3,7,4,5,3,5,11,4,6,11,10,4,2,10,2,5
4136,D,8,12,7,6,5,8,6,3,7,10,5,7,6,7,8,6
239,P,7,10,6,5,4,10,7,4,4,12,4,5,4,11,5,9
6819,F,2,2,3,3,2,5,11,3,5,11,9,5,1,10,3,6
334,J,2,4,4,3,1,8,8,2,7,15,5,8,0,7,1,8
17323,A,4,9,6,6,2,8,4,3,2,7,1,8,3,6,3,8
12015,E,3,4,5,3,2,6,8,2,9,11,7,8,2,8,4,6
13375,G,3,4,5,6,2,7,5,7,8,6,5,11,1,8,6,11
17592,U,4,7,5,5,2,7,3,14,6,7,13,8,3,9,0,8
3165,H,4,11,6,8,10,8,9,5,3,6,7,7,8,8,10,8
4318,E,3,6,4,4,2,5,9,4,8,12,9,8,2,9,5,5
1275,E,8,15,6,8,5,8,6,5,5,11,5,10,3,8,7,11
90,N,6,11,8,8,9,5,8,3,4,8,8,9,7,9,5,4
15122,Z,4,6,6,8,4,11,4,3,5,10,2,8,2,7,5,11
58,C,6,10,4,5,2,6,9,6,6,11,7,7,2,9,5,9
14221,S,7,10,8,8,5,9,8,3,7,10,3,6,3,8,5,9
15581,U,4,10,4,7,2,7,6,14,5,7,13,8,3,9,0,8
19285,B,4,9,4,7,4,7,7,10,7,7,6,7,2,8,9,9
19722,H,3,2,4,3,3,6,7,6,6,7,6,8,6,8,3,8
13696,N,5,7,7,5,3,7,7,3,4,10,7,8,5,8,0,7
14827,U,4,9,6,7,3,7,9,6,7,6,10,9,3,9,1,8
218,J,2,5,3,3,1,10,7,1,7,12,3,7,0,7,1,7
6941,J,3,9,5,7,2,8,7,2,8,15,4,7,0,7,0,8
9603,P,2,6,3,4,1,4,11,8,2,10,6,4,1,10,3,8
11159,T,3,5,4,4,2,6,12,2,7,8,11,7,1,11,1,7
11671,R,1,3,3,1,1,9,7,3,4,10,3,7,2,7,2,10
1943,C,5,5,6,8,2,6,7,7,10,8,6,15,1,9,4,9
562,L,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5
10372,V,5,7,7,5,7,6,7,4,2,9,7,8,7,10,5,7
8713,E,3,8,4,6,3,6,8,8,10,5,4,10,2,8,6,7
19880,R,3,5,5,4,5,7,8,3,3,7,5,8,6,8,4,8
14437,G,4,8,5,6,4,5,8,5,5,8,8,9,2,7,4,10
2034,Z,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8
15404,A,3,8,5,6,3,11,3,2,2,8,2,9,2,5,2,8
4352,R,5,10,5,8,6,6,9,9,4,6,5,7,3,8,5,11
10631,I,3,9,4,6,2,6,8,0,8,14,7,8,0,8,1,7
17062,S,5,10,6,8,8,8,8,5,3,8,5,7,5,9,12,8
3709,O,2,5,3,4,2,8,7,7,4,9,6,8,2,8,2,8
9984,L,4,11,6,8,9,7,7,3,5,7,7,10,7,11,8,5
18643,X,4,5,7,4,3,5,8,2,9,11,10,9,3,7,4,5
19013,U,2,3,3,2,1,6,8,5,7,9,7,8,3,9,3,6
15807,A,2,3,4,5,1,8,6,3,1,7,0,8,2,7,1,8
18913,K,4,7,6,6,6,10,6,2,3,9,3,8,5,6,6,13
19529,J,2,7,4,5,4,8,8,3,3,8,5,6,4,8,5,4
12690,O,2,2,3,4,2,7,7,8,4,7,6,8,2,8,3,8
7504,X,4,7,6,5,5,6,7,2,6,7,6,9,4,5,7,9
11325,O,3,7,4,5,3,7,8,8,4,7,6,8,3,8,3,8
14018,T,5,10,5,8,4,6,11,4,6,11,9,5,4,11,4,4
1689,O,4,6,4,4,4,6,9,7,4,9,8,8,3,8,3,7
6485,Q,2,2,2,2,2,8,7,5,3,8,6,8,2,9,2,7
9988,S,7,11,10,8,11,9,3,4,4,9,6,10,6,6,11,11
16748,V,2,4,4,3,1,7,12,2,3,6,11,9,2,10,1,8
1578,X,2,3,3,2,1,7,7,1,8,10,6,8,2,8,2,7
997,Q,4,9,5,8,3,9,8,8,6,5,8,9,3,8,5,9
16760,T,3,4,4,3,2,7,12,4,6,7,11,8,2,11,1,7
17446,M,3,6,4,4,2,8,6,11,1,6,9,8,7,6,0,8
7135,K,4,7,7,5,4,3,8,3,7,11,11,11,3,8,3,5
4971,V,3,5,5,4,2,4,12,3,3,9,11,7,2,10,1,8
3616,V,8,10,8,8,3,2,11,6,5,13,12,8,3,10,1,8
227,V,4,5,5,4,2,4,12,4,4,11,11,6,2,10,1,8
15413,L,3,11,5,8,2,2,2,5,10,0,0,6,0,7,1,5
4267,F,3,4,3,6,1,0,11,4,7,12,12,9,0,8,2,6
7045,D,3,6,4,4,3,9,7,4,5,10,4,5,3,8,2,8
12862,K,3,2,4,4,3,5,7,4,8,7,6,11,3,8,5,9
2668,M,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8
7210,I,3,10,5,7,6,9,6,3,4,8,5,5,6,7,5,5
7505,U,4,7,6,5,8,8,8,4,4,6,7,8,7,8,5,8
3066,I,1,5,1,4,1,7,7,1,7,7,6,9,0,8,3,8
17147,W,7,11,7,8,7,2,10,2,3,10,10,8,7,11,1,7
2796,I,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7
8493,U,3,3,3,4,2,7,4,14,5,7,12,8,3,9,0,8
12066,J,2,3,3,4,1,14,2,6,5,13,2,10,0,8,0,8
6554,T,3,8,4,6,2,9,14,0,5,6,10,8,0,8,0,8
4773,B,6,10,9,7,7,8,7,5,6,9,5,6,3,7,7,10
10232,J,2,7,3,5,2,11,7,0,7,10,3,6,0,8,1,7
10898,Z,3,4,5,3,2,8,6,2,9,12,5,9,1,8,5,9
2285,Z,5,7,6,5,4,8,5,2,9,11,4,10,2,8,6,10
17373,C,3,5,4,3,2,6,7,7,7,8,7,14,2,9,4,10
12829,F,4,7,6,5,4,8,8,2,6,13,5,5,2,10,3,9
15695,Z,5,8,7,6,4,7,8,2,10,12,6,7,2,8,6,8
9132,B,1,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9
73,J,2,8,3,6,1,13,3,8,4,13,3,11,1,6,0,8
12592,B,2,4,3,2,2,9,7,3,5,10,5,7,2,8,4,9
3573,L,2,6,2,4,1,0,1,5,6,0,0,6,0,8,0,8
4936,L,4,10,4,8,1,0,1,5,6,0,0,6,0,8,0,8
11556,K,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8
5807,S,3,8,5,6,6,6,7,3,2,7,6,6,2,8,10,1
8979,N,2,1,3,3,2,7,8,5,4,8,7,8,4,8,1,7
10331,M,5,7,5,5,4,7,5,11,0,8,8,8,8,5,1,10
3916,G,3,8,4,6,2,8,5,8,9,8,4,12,1,9,5,10
2806,G,2,4,3,3,2,6,7,5,5,10,7,10,2,9,4,9
4862,P,4,11,5,8,3,4,12,9,2,10,6,4,1,10,4,8
12234,U,4,5,5,4,3,5,8,6,8,10,8,9,3,9,3,6
17179,V,6,11,9,8,5,7,11,3,2,6,11,9,3,10,3,9
8671,J,3,9,4,7,3,9,6,2,5,11,4,9,1,6,2,5
9578,Q,4,7,5,8,5,9,9,6,2,4,7,11,3,9,5,10
8199,T,5,11,5,8,3,7,10,2,9,11,9,4,1,11,3,5
14613,L,5,9,7,7,5,5,5,1,8,7,2,11,2,9,3,7
3686,F,4,8,6,6,5,7,8,6,4,8,6,8,3,10,8,10
19086,X,5,9,8,7,6,6,8,3,6,7,7,11,5,6,8,6
18975,A,2,1,3,1,1,7,4,2,0,7,2,8,3,6,1,8
17798,J,6,10,7,8,3,9,3,6,6,15,7,15,1,6,1,7
8848,Q,5,10,6,9,6,8,8,7,5,5,8,9,3,8,5,8
3971,B,5,11,5,8,7,6,7,8,5,6,6,7,2,8,8,9
18706,C,4,9,5,7,4,5,7,8,7,10,8,13,2,11,4,10
18266,A,4,10,7,7,3,12,3,4,3,11,1,9,2,7,3,9
17863,X,5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7
1134,H,3,4,6,3,3,8,7,3,6,10,5,8,3,8,3,7
8631,N,6,10,8,8,7,6,7,9,5,6,4,6,5,7,4,10
12126,O,7,10,5,5,3,5,7,6,4,10,7,9,5,10,5,7
6683,H,6,10,8,8,7,6,8,3,6,10,8,8,4,8,4,6
7140,X,4,11,5,8,2,7,7,5,4,7,6,8,3,8,4,8
12564,Z,7,11,9,8,5,8,6,3,10,12,4,10,2,9,6,10
13739,R,5,9,5,4,4,9,7,4,6,10,2,6,5,5,5,6
10638,R,4,6,6,4,6,8,8,4,4,6,7,8,6,10,7,6
84,N,2,3,3,1,1,5,9,3,3,10,8,8,4,8,0,8
15244,V,4,11,6,8,8,7,5,5,2,8,7,8,6,9,5,8
3295,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
7482,S,2,6,3,4,2,7,6,5,8,4,6,8,0,9,8,8
7929,G,4,6,6,4,5,7,9,6,3,6,6,10,4,7,7,7
12572,A,5,11,7,8,7,8,5,7,4,8,6,8,6,8,7,4
19926,L,2,3,2,2,1,5,4,5,6,2,2,5,1,7,1,6
17590,N,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8
9976,S,6,12,5,6,3,7,3,3,5,7,2,7,3,6,5,8
4395,Q,5,7,6,6,5,9,3,4,4,8,3,10,3,6,6,7
18548,P,3,6,4,4,3,3,13,5,1,11,7,4,0,9,3,8
6084,W,1,0,2,0,0,7,8,3,0,7,8,8,5,9,0,8
17078,J,3,10,4,8,4,9,6,2,5,11,4,9,1,6,2,6
1664,C,6,11,7,8,4,5,8,8,9,9,9,13,2,9,4,9
2516,N,6,9,5,4,2,9,11,5,4,4,6,10,5,11,3,7
18744,T,5,8,7,7,7,6,7,3,8,7,6,9,4,6,9,4
1683,F,3,7,3,4,1,2,14,5,2,12,9,4,0,8,3,6
15390,O,2,3,3,2,2,8,7,6,4,9,5,8,2,8,2,8
3049,J,3,7,5,5,4,8,9,4,3,8,5,6,6,9,6,4
2922,Q,5,6,5,8,5,8,8,5,2,8,8,10,3,9,6,8
11702,X,6,8,8,6,6,7,7,2,5,6,6,7,3,9,10,9
15969,Q,1,2,2,3,2,8,7,6,3,5,6,9,2,9,3,9
16342,O,3,7,4,5,2,7,9,9,7,8,8,7,3,8,4,8
19830,J,1,1,1,1,0,12,4,6,4,13,4,10,0,7,0,8
14706,G,2,4,3,2,1,7,8,5,6,9,7,10,2,9,4,10
11634,N,5,8,7,6,4,9,7,6,6,6,6,4,6,9,2,5
18857,L,4,10,5,7,3,0,2,4,6,1,0,8,0,8,0,8
11521,M,6,9,8,8,10,8,7,4,3,7,6,7,10,8,6,5
3175,F,4,9,4,7,3,1,12,4,4,11,10,7,0,8,2,7
11709,B,5,6,7,6,8,8,7,5,4,7,6,8,7,9,8,4
3685,L,5,11,6,8,2,0,0,7,6,0,1,4,0,8,0,8
531,R,4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11
10768,A,3,8,6,6,4,11,2,2,2,9,2,9,3,5,3,8
14282,O,8,15,6,8,4,5,7,6,3,10,7,9,5,9,5,8
19487,A,4,7,5,5,5,7,6,8,4,7,5,8,4,8,10,2
14633,V,3,10,5,7,2,7,8,4,3,7,14,8,3,9,0,8
720,S,3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7
17924,R,3,10,4,7,3,6,9,10,5,7,5,8,3,8,5,11
19150,Y,4,11,6,8,1,10,10,2,2,6,13,8,1,11,0,8
18188,P,5,9,7,7,4,9,8,3,5,12,4,4,2,9,4,8
3656,S,5,11,6,8,6,8,7,8,5,7,6,7,2,8,9,8
12548,P,3,7,5,5,2,6,11,4,4,13,5,2,0,10,3,9
15199,U,5,7,5,5,2,4,8,6,8,9,9,9,3,9,2,4
7232,T,3,4,4,5,1,7,15,1,5,7,11,8,0,8,0,8
9660,B,4,8,6,7,7,8,7,5,5,7,6,8,6,9,8,4
4233,J,2,5,3,4,1,11,6,2,6,11,3,8,1,6,1,7
1310,P,4,8,6,6,4,6,9,7,6,9,7,4,2,10,4,6
4316,P,3,10,4,8,4,3,12,7,2,11,8,4,0,10,3,8
4657,R,2,3,2,2,2,6,8,4,4,7,5,7,2,7,3,8
131,O,5,10,4,5,3,6,6,6,2,9,6,9,5,9,4,8
10113,U,3,7,4,5,4,8,6,7,5,7,6,8,3,8,4,5
2330,U,4,10,5,8,4,8,6,12,4,7,13,7,3,8,0,9
12131,O,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8
13273,A,5,10,8,8,6,6,5,2,4,4,2,7,6,7,6,4
29,G,3,6,4,4,2,6,6,5,5,6,6,9,2,8,4,8
9384,A,5,11,8,8,6,6,3,2,3,4,2,7,5,5,5,5
3703,N,6,11,6,8,6,7,7,13,1,6,6,8,5,8,0,8
13421,P,5,10,6,7,3,4,12,9,2,10,6,4,1,10,4,8
1079,I,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
9826,A,2,7,4,5,2,12,3,4,3,12,2,9,2,6,3,9
7906,G,5,7,7,5,6,7,7,5,2,7,6,11,5,8,8,8
19211,N,5,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8
16476,E,2,1,2,1,1,4,7,5,8,7,6,13,0,8,7,9
8582,G,3,5,4,4,2,6,7,6,6,10,7,11,2,9,4,9
16904,M,5,10,5,7,4,7,7,12,2,7,9,8,8,6,0,8
16667,R,2,1,3,2,1,6,10,8,2,7,5,8,2,7,5,10
6907,C,6,13,5,8,4,6,8,5,4,9,8,10,4,9,10,8
1000,V,4,6,4,4,2,5,11,3,4,9,11,7,2,10,1,8
18821,T,3,10,5,7,1,10,15,1,6,4,11,9,0,8,0,8
7517,E,2,4,3,3,2,8,7,6,8,7,7,8,2,8,6,8
1081,H,6,11,6,8,3,7,6,15,0,7,7,8,3,8,0,8
2270,S,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9
9059,P,6,10,9,8,5,7,10,2,7,14,6,4,0,10,2,9
2794,Q,3,6,4,5,3,8,8,6,4,6,9,8,3,8,5,9
17100,J,2,4,4,3,1,8,6,3,6,14,6,10,0,7,0,7
1228,H,4,8,6,6,8,7,6,5,3,6,6,8,7,7,9,9
19659,Z,4,7,6,5,4,6,9,2,9,11,8,6,1,8,6,6
11509,E,8,13,6,8,5,7,7,4,4,10,6,9,3,9,8,11
16778,D,4,8,4,6,4,5,7,9,7,7,7,6,2,8,3,8
6588,P,4,6,6,4,3,8,9,5,5,12,4,3,2,9,4,8
5184,P,6,6,8,8,9,7,9,3,3,8,8,6,6,11,6,5
3246,O,4,9,5,7,4,8,7,8,4,7,6,4,4,8,4,8
18931,E,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,10
207,K,8,13,9,7,5,6,7,3,6,10,8,10,6,10,4,7
4346,M,4,7,4,5,3,7,7,12,1,7,9,8,8,6,0,8
18367,O,6,10,4,5,3,6,8,6,5,9,7,9,5,10,5,8
835,C,6,14,5,8,4,7,8,4,3,9,8,10,4,9,9,11
8655,W,2,0,2,1,1,7,8,3,0,7,8,8,6,10,0,8
19168,N,5,7,6,6,6,8,6,5,4,7,5,8,7,9,6,3
10590,D,4,7,5,5,2,5,7,10,9,7,7,6,3,8,4,8
5135,G,5,8,6,6,3,5,7,6,6,10,8,10,2,8,5,9
15623,Z,2,4,4,3,2,7,8,2,9,11,6,8,1,8,5,7
2144,F,1,3,3,2,1,5,11,3,4,13,7,5,1,9,1,7
7189,B,4,8,6,6,8,8,8,4,3,6,7,7,6,11,8,8
6251,K,7,9,9,6,7,9,5,1,7,10,3,9,8,5,7,10
18269,L,3,6,5,5,4,7,8,3,5,7,6,8,3,9,7,11
6875,X,1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,7
19020,K,4,2,5,3,3,5,7,4,8,7,6,11,3,8,5,9
2500,A,2,3,3,2,1,10,2,2,1,8,2,9,1,6,1,8
18653,U,9,14,8,8,5,6,5,5,5,6,8,9,6,8,4,9
10958,Y,3,4,5,5,1,6,10,3,1,8,13,8,1,11,0,8
305,B,4,9,4,6,3,6,7,9,7,7,6,7,2,8,9,10
17682,L,5,11,6,8,5,4,4,4,8,2,1,6,1,6,1,5
6519,X,6,10,7,6,4,10,6,3,7,12,2,6,3,8,4,10
19155,M,7,9,10,7,6,4,7,3,5,10,10,10,8,5,2,7
3055,R,5,9,7,8,8,7,8,3,4,7,5,8,7,8,6,8
17671,I,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
9448,S,3,8,4,6,3,8,8,8,8,7,4,7,2,6,9,8
14429,U,4,8,5,6,2,7,3,15,6,7,13,8,3,9,0,8
15646,D,6,9,6,4,3,10,4,6,5,13,4,11,5,6,4,8
927,N,1,0,1,1,0,7,7,10,0,6,6,8,4,8,0,8
3890,M,5,5,7,4,4,7,6,6,6,6,7,7,9,7,3,6
18990,I,3,10,6,8,6,9,6,2,4,8,5,5,5,8,5,6
14070,M,5,8,6,6,3,8,7,12,2,6,9,8,9,6,0,8
4326,I,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8
4991,V,11,14,8,8,4,9,10,6,5,6,10,6,6,13,3,6
5252,V,2,2,4,3,1,7,12,2,3,7,11,9,2,10,1,8
12080,O,5,5,7,4,4,8,5,4,5,8,4,8,3,8,4,8
19051,N,8,11,11,8,5,7,8,3,5,10,6,7,7,9,2,7
630,F,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6
11731,X,5,8,8,6,4,6,8,1,8,10,8,8,3,8,4,7
18091,Z,4,9,6,6,3,7,8,2,10,11,7,9,1,9,6,8
6803,J,5,11,4,8,3,7,11,3,4,13,4,4,1,7,5,6
8816,B,4,8,4,6,4,6,9,9,7,7,5,7,2,8,9,10
8923,R,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10
19236,Y,3,10,5,7,1,7,10,2,2,7,13,8,2,11,0,8
15349,Z,4,6,6,8,4,12,4,3,5,11,2,8,2,7,5,12
17688,U,6,10,9,8,11,8,5,4,4,7,7,7,11,8,6,10
16111,A,6,7,8,6,6,7,7,3,6,7,8,9,5,10,3,6
1885,V,1,0,1,0,0,8,10,3,1,7,12,8,2,11,0,8
298,U,6,10,5,6,3,6,6,4,4,6,7,8,5,5,2,8
